reference_period,job_IDnumber,individual_IDnumber,employer_IDnumber,temporary_jobs_employer_IDnumber,j_job_start_date,j_job_end_effective_date,j_contract_type,j_job_end_planned_date,j_contract_planned_duration,j_job_status,j_blue_collar,j_posted_worker,j_assisting_family_member,j_maternity_leave,j_activation_measure,j_activation_measure_type,j_trial_period,j_trial_period_end_date,j_trial_period_length,j_F_short_time_working,j_short_time_working_benefit,j_short_time_working_hours,j_F_month_base_wage,j_month_base_wage,j_F_month_additionnal_wage,j_month_additionnal_wage,j_F_month_overtime_wage,j_month_overtime_wage,j_F_month_total_wage,j_month_total_wage,j_F_nb_base_worked_hours,j_nb_base_worked_hours,j_F_nb_overtime_paid_hours,j_nb_overtime_paid_hours,j_F_nb_total_worked_hours,j_nb_total_worked_hours,j_F_nb_base_worked_hours_ADJ,j_nb_base_worked_hours_ADJ,j_F_nb_total_worked_hours_ADJ,j_nb_total_worked_hours_ADJ,j_F_hourly_base_wage,j_hourly_base_wage,j_F_hourly_total_wage,j_hourly_total_wage,j_F_official_stat
202605,JOB510463681579,ID0439407016,EMP8123878003,-9,201701,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,4416.44,1,331.91,-8,,1,4748.35,1,164.62,-8,,1,164.62,1,167.89,1,167.77,1,26.31,1,28.3,1
202406,JOB578232983248,ID6893639264,EMP2629251881,-9,201701,,0,999909,-9,1,1,0,0,0,0,,1,201702,6.0,0,,,1,6321.69,-8,,-8,,1,6321.69,1,172.5,-8,,1,172.5,1,174.19,1,174.72,1,36.29,1,36.18,1
202412,JOB051728975267,ID6893639264,EMP7223306046,-9,201802,,0,999909,-9,0,1,0,0,0,0,,1,201804,8.0,0,,,1,3183.02,-8,,1,446.87,1,3629.89,1,171.27,1,16.02997669849491,1,187.29997669849493,1,170.07,1,186.0999766984949,1,18.72,1,19.51,1
202609,JOB034764472649,ID1770388608,EMP0827718129,-9,202201,,0,999909,-9,0,0,0,0,0,0,,1,202202,4.0,0,,,1,4870.06,-8,,-8,,1,4870.06,1,171.66,-8,,1,171.66,1,174.28,1,168.84,1,27.94,1,28.84,0
202504,JOB220644742123,ID9268602592,EMP0940777809,-9,202207,,0,999909,-9,0,0,0,0,0,0,,1,202208,4.0,0,,,1,6014.21,-8,,1,388.37,1,6402.58,1,167.8,1,7.223842522695355,1,175.02384252269536,1,168.12,1,175.34384252269535,1,35.77,1,36.51,1
202402,JOB014556168147,ID2249998279,EMP2145868339,-9,202302,202602,3,202602,5,0,0,0,0,0,0,,-9,,,0,,,1,4804.76,-8,,-8,,1,4804.76,1,170.82,-8,,1,170.82,1,169.36,1,171.56,1,28.37,1,28.01,1
202610,JOB660558303441,ID9343010713,EMP4488501556,-9,201704,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,3842.97,1,514.56,-8,,1,4357.52,1,171.99,-8,,1,171.99,1,171.81,1,168.79,1,22.37,1,25.82,1
202605,JOB568299629145,ID8803955124,EMP0461735743,-9,201504,202209,0,999909,-9,0,0,0,0,0,0,,1,201505,4.0,0,,,1,5703.14,-8,,-8,,1,5703.14,1,170.39,-8,,1,170.39,1,168.03,1,169.3,1,33.94,1,33.69,1
202602,JOB409435334485,ID8104091570,EMP7142241098,-9,202005,,0,999909,-9,0,1,0,0,0,0,,1,202008,12.0,0,,,1,3727.19,1,126.09,-8,,1,3853.29,1,167.46,-8,,1,167.46,1,166.2,1,170.09,1,22.43,1,22.65,1
202508,JOB717477332945,ID9545381792,EMP6255770171,-9,202010,,0,999909,-9,0,1,0,0,0,0,,1,202101,12.0,1,1143.16,48.4,1,3810.55,-8,,-8,,1,3810.55,1,161.34,-8,,1,161.34,1,163.25,1,160.21,1,23.34,1,23.78,1
202411,JOB975817246191,ID6695832197,EMP9657013290,-9,202110,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,6465.46,-8,,-8,,1,6465.46,1,162.67,-8,,1,162.67,1,161.37,1,164.59,1,40.07,1,39.28,1
202411,JOB965666683272,ID0580085140,EMP3865624220,TMP7384689500,202211,202303,1,202303,3,0,0,0,0,0,0,,1,202305,26.0,0,,,1,6966.88,-8,,-8,,1,6966.88,1,161.1,-8,,1,161.1,1,160.56,1,160.82,1,43.39,1,43.32,1
202503,JOB913718949058,ID5197128478,EMP0778795654,-9,201910,202001,2,202001,2,0,1,0,0,0,0,,-9,,,0,,,1,4255.3,-8,,-8,,1,4255.3,1,166.15,-8,,1,166.15,1,163.17,1,169.41,1,26.08,1,25.12,1
202403,JOB372805129276,ID0192927524,EMP6372395041,-9,202209,,0,999909,-9,0,1,0,0,0,0,,1,202303,26.0,0,,,1,2647.22,-8,,-8,,1,2647.22,1,169.17,-8,,1,169.17,1,166.77,1,171.68,1,15.87,1,15.42,1
202410,JOB938525800106,ID4544149673,EMP1817534430,-9,202504,202509,2,202509,4,0,0,0,0,0,0,,-9,,,0,,,1,7918.0,-8,,-8,,1,7918.0,1,169.2,1,17.85,1,187.05,1,166.7,1,188.22,1,47.5,1,42.07,1
202402,JOB044271739627,ID4654214066,EMP1286391741,-9,202201,202307,1,202307,5,0,0,0,0,0,0,,0,,,1,1443.35,50.55,1,4811.16,-8,,1,668.78,1,5479.94,1,168.49,1,15.614084780951336,1,184.10408478095135,1,167.75,1,183.36408478095134,1,28.68,1,29.89,1
202610,JOB517432806346,ID7198554601,EMP1571732030,-9,202311,,0,999909,-9,0,1,0,0,0,0,,1,202312,6.0,0,,,1,3406.12,-8,,-8,,1,3406.12,1,172.54,-8,,1,172.54,1,175.76,1,169.21,1,19.38,1,20.13,1
202603,JOB041792911179,ID1027079032,EMP9313656519,-9,201801,202001,3,202001,5,0,0,0,0,0,0,,-9,,,0,,,1,4239.64,1,319.28,-8,,1,4558.92,1,142.09,-8,,1,142.09,1,143.55,1,140.2,1,29.53,1,32.52,1
202606,JOB876329092791,ID0219467232,EMP4560833181,-9,202309,,0,999909,-9,1,1,0,0,0,0,,1,202310,4.0,0,,,1,6365.31,-8,,-8,,1,6365.31,1,168.57,-8,,1,168.57,1,166.51,1,170.57,1,38.23,1,37.32,1
202503,JOB799563531531,ID1082207811,EMP3636317970,-9,201707,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,2894.39,-8,,1,180.66,1,3075.05,1,169.36,1,7.047522490223042,1,176.40752249022304,1,172.58,1,179.62752249022304,1,16.77,1,17.12,1
202508,JOB740633569392,ID9298316873,EMP9060078068,-9,201608,,0,999909,-9,1,0,0,0,0,0,,1,201610,8.0,0,,,1,4817.62,-8,,-8,,1,4817.62,1,167.26,1,15.98,1,183.24,1,170.27,1,180.55,1,28.29,1,26.68,1
202602,JOB498931950850,ID6257016580,EMP1657905528,-9,201706,201707,1,201707,2,0,0,0,0,0,0,,1,201708,8.0,0,,,1,6820.3,-8,,-8,,1,6820.3,1,168.44,-8,,1,168.44,1,170.14,1,170.94,1,40.09,1,39.9,1
202611,JOB624112412723,ID7884795137,EMP8046827567,-9,201504,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3296.68,-8,,-8,,1,3296.68,1,168.38,-8,,1,168.38,1,167.32,1,169.36,1,19.7,1,19.47,1
202409,JOB222310592745,ID4025472928,EMP2380552578,-9,202108,202110,2,202110,3,0,0,0,0,0,0,,-9,,,0,,,1,6272.47,1,906.38,-8,,1,7178.85,1,162.03,-8,,1,162.03,1,162.33,1,162.08,1,38.64,1,44.29,1
202610,JOB751509398343,ID1702814069,EMP0187186375,-9,202506,,0,999909,-9,0,1,0,0,0,0,,1,202509,12.0,0,,,1,4568.38,-8,,1,661.84,1,5230.22,1,164.81,1,15.917800354339725,1,180.72780035433973,1,163.39,1,179.30780035433972,1,27.96,1,29.17,1
202509,JOB961064628792,ID9912347851,EMP3264870494,-9,201801,,0,999909,-9,1,0,0,0,0,0,,1,201802,6.0,0,,,1,6052.33,-8,,-8,,1,6052.33,1,163.41,-8,,1,163.41,1,165.6,1,163.24,1,36.55,1,37.08,1
202606,JOB647158904290,ID9912347851,EMP2572520456,-9,202502,,0,999909,-9,0,1,0,0,0,1,PAN - Projet d'activité national,1,202504,8.0,0,,,1,4195.13,-8,,-8,,1,4195.13,1,162.38,1,16.29,1,178.67,1,162.67,1,181.33,1,25.79,1,23.14,1
202412,JOB816711207545,ID2132833898,EMP2798524013,-9,201704,,0,999909,-9,0,0,0,0,0,1,CIE - Contrat d'initiation à l'emploi,1,201710,26.0,0,,,1,5544.28,-8,,-8,,1,5544.28,1,165.52,-8,,1,165.52,1,162.95,1,162.34,1,34.02,1,34.15,1
202608,JOB552893891190,ID9393250124,EMP8334280138,-9,202211,202306,0,999909,-9,0,1,0,0,0,0,,1,202301,8.0,0,,,1,3215.61,-8,,-8,,1,3215.61,1,165.51,-8,,1,165.51,1,164.9,1,167.24,1,19.5,1,19.23,1
202512,JOB473864631752,ID9393250124,EMP0716781126,-9,201702,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,7368.32,-8,,-8,,1,7368.32,1,164.4,-8,,1,164.4,1,167.63,1,161.92,1,43.96,1,45.51,1
202608,JOB201017026952,ID6784271147,EMP4991187734,-9,202009,,0,999909,-9,0,0,0,0,0,0,,1,202011,8.0,0,,,1,7830.08,-8,,1,519.93,1,8350.01,1,172.88,1,7.653037595376357,1,180.53303759537636,1,170.25,1,177.90303759537636,1,45.99,1,46.94,1
202506,JOB796954500902,ID7889778280,EMP5590561655,-9,201811,,0,999909,-9,0,0,0,0,0,0,,1,201902,12.0,0,,,1,4886.4,-8,,-8,,1,4886.4,1,171.84,1,9.57,1,181.41,1,170.72,1,177.92,1,28.62,1,27.46,1
202608,JOB637183440496,ID7135785294,EMP3919195419,-9,201611,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3499.13,-8,,-8,,1,3499.13,1,170.45,-8,,1,170.45,1,170.73,1,168.41,1,20.5,1,20.78,0
202508,JOB324665136442,ID7489690835,EMP4936312303,-9,202111,202112,4,202112,0,0,0,0,0,0,0,,-9,,,1,884.65,22.91,1,2948.82,1,750.23,-8,,1,3699.05,1,76.36,1,16.85,1,93.21,1,75.68,1,93.4,1,38.96,1,39.6,1
202601,JOB847139155963,ID1623198189,EMP6321234764,-9,201606,,0,999909,-9,0,1,0,0,0,0,,1,201612,26.0,0,,,1,3383.93,-8,,-8,,1,3383.93,1,168.88,-8,,1,168.88,1,171.44,1,171.83,1,19.74,1,19.69,1
202408,JOB645183760644,ID1623198189,EMP1343275604,-9,202007,202602,0,999909,-9,0,0,0,0,0,0,,1,202008,4.0,1,2233.36,50.72,1,7444.54,-8,,-8,,1,7444.54,1,169.08,-8,,1,169.08,1,168.08,1,169.77,1,44.29,1,43.85,1
202405,JOB242954316526,ID9112382965,EMP6930089317,-9,201701,,0,999909,-9,1,1,0,0,0,0,,0,,,0,,,1,3746.3,-8,,-8,,1,3746.3,1,167.81,1,19.37,1,187.18,1,165.59,1,187.68,1,22.62,1,19.96,1
202402,JOB204439735971,ID7626393436,EMP0725636694,-9,201808,201809,0,999909,-9,0,1,0,0,0,0,,1,201811,12.0,0,,,1,2857.0,-8,,1,197.87,1,3054.87,1,166.56,1,7.690583347561768,1,174.25058334756176,1,169.74,1,177.43058334756176,1,16.83,1,17.22,1
202506,JOB625728703203,ID0274564494,-9,-9,202308,202312,-9,202312,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202501,JOB137150416591,ID8499390892,EMP5201777490,TMP3266421476,202010,202210,3,202210,5,0,0,0,0,0,0,,-9,,,0,,,1,7043.15,-8,,-8,,1,7043.15,1,168.49,-8,,1,168.49,1,167.03,1,170.5,1,42.17,1,41.31,1
202405,JOB749961659266,ID4925158377,EMP1085732788,-9,202205,,0,999909,-9,0,0,0,0,0,0,,1,202211,26.0,0,,,1,6113.02,-8,,-8,,1,6113.02,1,168.9,-8,,1,168.9,1,167.2,1,168.41,1,36.56,1,36.3,1
202411,JOB459779452321,ID8017226016,EMP9416800610,-9,202510,,0,999909,-9,0,1,0,0,0,0,,1,202511,4.0,1,1216.37,50.41,1,4054.58,-8,,-8,,1,4054.58,1,168.04,-8,,1,168.04,1,167.1,1,169.21,1,24.26,1,23.96,1
202609,JOB227770793349,ID3683147276,-9,-9,201508,201512,-9,201512,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202503,JOB576024375738,ID6958146717,EMP3959724665,-9,201611,,0,999909,-9,0,0,0,0,0,0,,1,201612,4.0,0,,,1,8097.07,-8,,-8,,1,8097.07,1,162.59,-8,,1,162.59,1,160.0,1,162.05,1,50.61,1,49.97,1
202406,JOB508428910771,ID5619318374,EMP1991808121,-9,202209,,0,999909,-9,0,0,0,0,0,0,,1,202212,12.0,0,,,1,3962.84,-8,,-8,,1,3962.84,1,162.01,-8,,1,162.01,1,164.07,1,159.56,1,24.15,1,24.84,1
202501,JOB286326667850,ID5619318374,EMP7208115562,-9,202503,202512,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,4056.73,-8,,-8,,1,4056.73,1,165.45,-8,,1,165.45,1,166.78,1,167.92,1,24.32,1,24.16,1
202601,JOB288431884852,ID9756341085,EMP0089434681,-9,201911,,0,999909,-9,1,0,0,0,0,0,,0,,,0,,,1,6255.79,-8,,-8,,1,6255.79,1,160.62,-8,,1,160.62,1,158.21,1,159.32,1,39.54,1,39.27,1
202510,JOB571266110627,ID4926831589,EMP3715869886,-9,202208,,0,999909,-9,0,1,0,0,0,0,,1,202209,6.0,0,,,1,4149.37,-8,,1,298.59,1,4447.97,1,170.71,1,8.189638084407788,1,178.8996380844078,1,172.15,1,180.3396380844078,1,24.1,1,24.66,1
202507,JOB229604432701,ID0821545447,EMP8510679497,-9,202403,202412,1,202412,4,0,1,0,0,0,0,,1,202406,12.0,0,,,1,4139.16,1,662.29,-8,,1,4801.45,1,168.27,-8,,1,168.27,1,169.4,1,165.91,1,24.43,1,28.94,1
202408,JOB098378018204,ID0948181398,EMP3397189569,-9,201506,,0,999909,-9,1,1,0,0,0,0,,1,201507,4.0,0,,,1,7139.42,-8,,-8,,1,7139.42,1,160.31,-8,,1,160.31,1,159.56,1,157.69,1,44.74,1,45.28,1
202610,JOB399378861405,ID4615265461,EMP7861706304,-9,202311,,0,999909,-9,0,1,0,0,0,0,,1,202402,12.0,0,,,1,4232.63,1,586.4,-8,,1,4819.02,1,167.39,-8,,1,167.39,1,169.71,1,167.39,1,24.94,1,28.79,1
202504,JOB840289141612,ID2007494653,EMP8463985547,-9,201808,202301,0,999909,-9,0,0,0,0,0,0,,0,,,1,1577.29,50.52,1,5257.65,-8,,-8,,1,5257.65,1,168.4,1,12.15,1,180.55,1,171.11,1,181.8,1,30.73,1,28.92,1
202607,JOB370304531943,ID1569562017,EMP3750479303,-9,202308,,0,999909,-9,0,0,0,0,0,0,,1,202309,6.0,1,1016.11,50.57,1,3387.03,1,158.54,-8,,1,3545.58,1,168.58,-8,,1,168.58,1,169.81,1,169.02,1,19.95,1,20.98,1
202404,JOB877580304687,ID9487060566,EMP5063519036,-9,201611,,0,999909,-9,0,0,0,0,0,0,,1,201612,4.0,0,,,1,4770.7,1,197.06,-8,,1,4967.76,1,166.24,-8,,1,166.24,1,166.85,1,167.08,1,28.59,1,29.73,1
202507,JOB704961108046,ID7911006512,EMP6196399076,-9,202402,,0,999909,-9,1,1,0,0,0,0,,0,,,0,,,1,4145.9,-8,,-8,,1,4145.9,1,170.18,-8,,1,170.18,1,169.01,1,168.08,1,24.53,1,24.67,1
202604,JOB822749545089,ID3200249685,EMP2038806533,-9,202004,,0,999909,-9,1,1,0,0,0,0,,1,202005,4.0,0,,,1,6069.39,-8,,-8,,1,6069.39,1,167.8,-8,,1,167.8,1,168.32,1,170.9,1,36.06,1,35.51,1
202405,JOB124739500334,ID5636205015,-9,-9,201511,201601,-9,201601,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202511,JOB559630993842,ID8961122338,EMP5304289731,-9,202111,,0,999909,-9,0,0,0,0,0,0,,1,202202,12.0,0,,,1,6696.54,-8,,-8,,1,6696.54,1,166.48,-8,,1,166.48,1,165.3,1,165.64,1,40.51,1,40.43,1
202403,JOB147853907895,ID3466925481,EMP6776657546,-9,201606,202009,0,999909,-9,0,1,0,0,0,0,,1,201608,8.0,0,,,1,3342.69,-8,,-8,,1,3342.69,1,167.11,1,9.15,1,176.25,1,165.29,1,173.56,1,20.22,1,19.26,0
202601,JOB826333738987,ID8404456690,EMP7515366377,-9,201705,201709,0,999909,-9,0,1,0,0,0,0,,1,201706,4.0,0,,,1,3509.62,-8,,-8,,1,3509.62,1,170.85,-8,,1,170.85,1,170.29,1,172.12,1,20.61,1,20.39,1
202408,JOB597412182097,ID9966361863,EMP0231643348,-9,201706,202307,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,8109.69,1,883.4,-8,,1,8993.1,1,172.86,1,11.28,1,184.14,1,174.55,1,183.32,1,46.46,1,49.06,1
202407,JOB777901475469,ID3027169385,EMP2632967629,-9,201705,202505,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3725.05,-8,,-8,,1,3725.05,1,171.91,-8,,1,171.91,1,173.44,1,169.97,1,21.48,1,21.92,1
202608,JOB701765636004,ID3027169385,EMP1257771183,TMP8164709006,201703,201712,1,201712,4,0,0,0,0,0,0,,1,201705,8.0,0,,,1,3304.07,-8,,-8,,1,3304.07,1,161.31,-8,,1,161.31,1,161.53,1,160.6,1,20.45,1,20.57,1
202506,JOB131220681558,ID3533106005,EMP3938661331,-9,202001,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,2613.78,-8,,-8,,1,2613.78,1,162.86,-8,,1,162.86,1,161.42,1,163.67,1,16.19,1,15.97,1
202505,JOB997683890309,ID1956252571,EMP1436391025,-9,202501,,0,999909,-9,0,0,0,0,0,0,,1,202503,8.0,0,,,1,4867.67,-8,,1,712.9,1,5580.57,1,172.85,1,16.876696569200696,1,189.7266965692007,1,175.46,1,192.3366965692007,1,27.74,1,29.01,1
202604,JOB130232129833,ID3396852701,EMP8167423362,-9,202504,,0,999909,-9,0,1,0,0,1,0,,0,,,0,,,1,3384.61,-8,,-8,,1,3384.61,1,161.04,-8,,1,161.04,1,160.38,1,158.9,1,21.1,1,21.3,1
202610,JOB897152732300,ID9828246747,EMP8576665674,-9,201607,201801,1,201801,5,0,0,0,0,0,0,,1,201608,4.0,1,2004.45,48.76,1,6681.5,-8,,-8,,1,6681.5,1,162.52,-8,,1,162.52,1,160.93,1,165.21,1,41.52,1,40.44,1
202411,JOB201166918362,ID0249724399,EMP6448869461,-9,201705,201802,1,201802,4,0,1,0,0,0,0,,1,201708,12.0,0,,,1,4256.3,-8,,-8,,1,4256.3,1,169.09,1,7.53,1,176.61,1,169.03,1,173.77,1,25.18,1,24.49,1
202408,JOB323023467912,ID0249724399,EMP1416141509,-9,201501,201502,1,201502,2,0,0,0,0,0,0,,0,,,0,,,1,7308.81,-8,,-8,,1,7308.81,1,168.65,-8,,1,168.65,1,165.56,1,166.7,1,44.15,1,43.84,1
202410,JOB620918435797,ID5356690551,EMP8630505057,-9,201606,201610,1,201610,3,0,1,0,0,0,0,,1,201612,26.0,0,,,1,3313.72,1,228.85,-8,,1,3542.56,1,172.83,-8,,1,172.83,1,175.63,1,174.45,1,18.87,1,20.31,1
202504,JOB025643471287,ID7178333211,EMP1539915668,-9,201602,,0,999909,-9,0,0,0,0,0,0,,1,201603,4.0,0,,,1,7800.89,-8,,-8,,1,7800.89,1,172.18,-8,,1,172.18,1,169.54,1,171.27,1,46.01,1,45.55,1
202503,JOB437729420954,ID2899316087,EMP8149737460,-9,201804,,0,999909,-9,1,0,0,0,0,0,,1,201805,4.0,0,,,1,4967.25,-8,,-8,,1,4967.25,1,172.0,-8,,1,172.0,1,174.46,1,173.57,1,28.47,1,28.62,1
202508,JOB472927742333,ID4438612590,EMP0591266201,-9,202311,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3195.13,-8,,-8,,1,3195.13,1,172.61,-8,,1,172.61,1,171.94,1,169.39,1,18.58,1,18.86,1
202512,JOB830999741926,ID6475011117,EMP7649215182,-9,202309,,0,999909,-9,0,1,0,0,0,0,,1,202310,4.0,0,,,1,4258.13,1,692.72,1,670.19,1,5621.05,1,170.88,1,17.9300516395758,1,188.8100516395758,1,173.06,1,190.9900516395758,1,24.6,1,29.43,1
202403,JOB084872975859,ID0118458260,EMP8831030324,-9,202005,,0,999909,-9,0,0,0,0,0,0,,1,202006,6.0,0,,,1,3843.71,-8,,-8,,1,3843.71,1,165.49,-8,,1,165.49,1,163.9,1,166.48,1,23.45,1,23.09,1
202409,JOB418186151554,ID8926256609,EMP2340163611,-9,201910,,0,999909,-9,1,1,0,0,0,0,,0,,,0,,,1,4552.49,1,143.17,-8,,1,4695.66,1,161.24,-8,,1,161.24,1,161.71,1,159.84,1,28.15,1,29.38,1
202602,JOB053967275784,ID9240822269,EMP4683414651,-9,201603,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,8277.6,-8,,-8,,1,8277.6,1,169.66,-8,,1,169.66,1,169.62,1,172.2,1,48.8,1,48.07,1
202505,JOB832152850676,ID0685389097,EMP2515381447,-9,202407,202408,1,202408,2,0,1,0,0,0,1,PAN - Projet d'activité national,1,202408,4.0,0,,,1,4679.32,-8,,-8,,1,4679.32,1,172.08,-8,,1,172.08,1,172.19,1,174.79,1,27.18,1,26.77,1
202408,JOB731882617024,ID0685389097,EMP3765456284,-9,201706,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,3176.19,-8,,-8,,1,3176.19,1,164.67,-8,,1,164.67,1,162.68,1,162.63,1,19.52,1,19.53,1
202405,JOB803056906744,ID2568621102,-9,-9,201811,201903,-9,201903,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202607,JOB310668433567,ID2312604326,EMP0860414545,-9,201701,201701,1,201701,0,0,1,0,0,0,0,,1,201702,4.0,0,,,1,2843.76,1,953.5,-8,,1,3797.25,1,169.68,-8,,1,169.68,1,169.49,1,172.45,1,16.78,1,22.02,1
202612,JOB291093371189,ID9895343961,EMP5473820236,-9,202306,202412,1,202412,5,0,1,0,0,0,0,,1,202307,6.0,0,,,1,4609.34,-8,,-8,,1,4609.34,1,168.19,1,11.54,1,179.73,1,168.07,1,179.9,1,27.43,1,25.62,1
202604,JOB320293908788,ID8812786866,EMP4434481230,-9,201903,,0,999909,-9,0,0,0,0,0,0,,1,201904,4.0,0,,,1,3037.84,-8,,-8,,1,3037.84,1,168.35,-8,,1,168.35,1,170.53,1,168.58,1,17.81,1,18.02,0
202503,JOB649837354396,ID0534240891,EMP2736527172,-9,201704,,0,999909,-9,1,0,0,0,0,0,,0,,,0,,,1,6059.74,1,164.84,-8,,1,6224.58,1,168.42,1,7.44,1,175.86,1,166.25,1,175.12,1,36.45,1,35.54,1
202402,JOB018513279724,ID0100231429,EMP5723084810,-9,202103,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,4044.35,-8,,-8,,1,4044.35,1,160.31,-8,,1,160.31,1,158.05,1,161.31,1,25.59,1,25.07,1
202402,JOB926249451475,ID9515109226,EMP4102252677,-9,201903,202103,3,202103,5,0,0,0,0,0,0,,-9,,,0,,,1,5454.97,-8,,-8,,1,5454.97,1,172.83,-8,,1,172.83,1,172.03,1,171.58,1,31.71,1,31.79,1
202404,JOB313503058721,ID8788361968,EMP0552472863,-9,201707,,0,999909,-9,0,1,1,0,0,0,,1,201708,4.0,0,,,1,4280.3,-8,,1,408.16,1,4688.46,1,164.83,1,10.478663274043518,1,175.30866327404354,1,165.9,1,176.37866327404353,1,25.8,1,26.58,1
202604,JOB092820667849,ID4765704120,EMP8436241862,-9,202103,,0,999909,-9,0,1,0,0,0,0,,1,202105,8.0,1,1035.61,50.36,1,3452.04,-8,,1,326.11,1,3778.14,1,167.87,1,10.572172065822093,1,178.4421720658221,1,167.71,1,178.2821720658221,1,20.58,1,21.19,1
202512,JOB990970051405,ID1390438303,EMP4683565215,-9,201701,,0,999909,-9,0,1,0,0,0,0,,1,201702,6.0,0,,,1,3993.73,1,663.36,-8,,1,4657.09,1,166.2,-8,,1,166.2,1,163.13,1,163.95,1,24.48,1,28.41,1
202405,JOB633991297102,ID8572545960,EMP4817175242,-9,201603,,0,999909,-9,0,1,0,0,0,0,,1,201605,8.0,0,,,1,3859.74,1,211.57,-8,,1,4071.31,1,163.35,-8,,1,163.35,1,161.76,1,165.81,1,23.86,1,24.55,0
202602,JOB802146296136,ID5168740903,-9,-9,202107,202109,-9,202109,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202605,JOB567303064421,ID8272359096,EMP2146147683,-9,202106,202303,0,999909,-9,0,0,0,0,0,0,,1,202109,12.0,0,,,1,3807.79,-8,,-8,,1,3807.79,1,164.54,-8,,1,164.54,1,164.38,1,165.78,1,23.16,1,22.97,1
202405,JOB072791033682,ID5027275164,EMP9635339055,-9,202302,,0,999909,-9,1,1,0,0,0,0,,0,,,0,,,1,5500.14,-8,,-8,,1,5500.14,1,172.99,-8,,1,172.99,1,171.96,1,175.26,1,31.98,1,31.38,1
202406,JOB981789046337,ID6491111096,EMP8613715766,-9,202305,,0,999909,-9,1,1,0,0,0,0,,1,202306,6.0,0,,,1,4503.71,-8,,-8,,1,4503.71,1,163.44,-8,,1,163.44,1,165.37,1,162.88,1,27.23,1,27.65,1
202501,JOB626582631281,ID6386396096,EMP9648253110,-9,201510,,0,999909,-9,0,0,0,0,0,0,,1,201511,6.0,1,2153.96,50.23,1,7179.88,1,687.27,-8,,1,7867.15,1,167.43,1,16.01,1,183.45,1,170.67,1,184.43,1,42.07,1,42.66,1
202403,JOB211753617061,ID0911791124,EMP7136657224,-9,201502,202008,0,999909,-9,0,0,0,0,0,1,CAE - Contrat d'appui-emploi,0,,,0,,,1,6274.97,-8,,-8,,1,6274.97,1,167.8,1,12.83,1,180.63,1,166.15,1,177.89,1,37.77,1,35.27,1
202607,JOB634234619942,ID4473158477,EMP3767694591,-9,202011,,0,999909,-9,0,1,0,0,0,0,,1,202012,4.0,0,,,1,4189.43,-8,,-8,,1,4189.43,1,162.17,1,12.67,1,174.84,1,162.74,1,173.4,1,25.74,1,24.16,1
202508,JOB381649383184,ID2510505379,EMP9196655330,TMP0171644556,201602,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,6339.61,-8,,-8,,1,6339.61,1,164.25,-8,,1,164.25,1,164.75,1,162.84,1,38.48,1,38.93,1
202405,JOB103002156321,ID5790647715,EMP3580040104,-9,202105,,0,999909,-9,0,0,0,0,0,0,,1,202111,26.0,0,,,1,7575.44,-8,,-8,,1,7575.44,1,167.58,1,9.79,1,177.37,1,165.23,1,177.97,1,45.85,1,42.57,1
202609,JOB441583311703,ID5790647715,EMP0376371539,-9,201908,,0,999909,-9,1,1,0,0,0,0,,1,201910,8.0,0,,,1,5853.05,1,460.18,-8,,1,6313.23,1,161.37,1,18.75,1,180.12,1,160.63,1,179.78,1,36.44,1,35.12,1
202410,JOB156326868507,ID7240787541,EMP4510663436,-9,202307,,0,999909,-9,0,0,0,0,0,0,,1,202310,12.0,0,,,1,3223.52,1,159.26,1,241.1,1,3623.88,1,168.4,1,8.396975235931606,1,176.7969752359316,1,166.51,1,174.9069752359316,1,19.36,1,20.72,1
